datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
5/4/2011 17:30,naperville,il,us,changing,600,10 minutes,Clear sky&#44 Highly reflective Round Object leaking fluid or vapor.,5/12/2011,41.7858333,-88.1472222
5/4/2011 21:00,oak island,nc,us,light,180,2-3 min.,No sound just a white light,5/12/2011,33.9163889,-78.1613889
5/4/2011 21:30,bountiful,ut,us,circle,1500,25 minutes,The Lights Over the Great Salt Lake and West Desert,5/12/2011,40.8894444,-111.88
5/4/2011 21:40,wirtz,va,us,circle,60,1min.,The objects were circular with no blinking lights but they had a white light and stayed the same speed with each other then vanished,5/12/2011,37.0763889,-79.8897222
5/4/2011 22:10,prince george,va,us,light,180,3 minutes,An object that resembles a star that slowly gets brighter&#44 moves slowly&#44 and then speeds up&#44 fades. ((NUFORC Note:  ISS?  PD)),5/12/2011,37.2202778,-77.2883333
5/4/2011 22:45,san francisco,ca,us,light,1200,20 min,Object covered by white and red light observed again,5/12/2011,37.775,-122.4183333
5/4/2011 23:30,olive hill,ky,us,circle,120,1-2 minutes,Bright&#44 slow moving orange craft over Olive Hill Kentucky.,5/12/2011,38.3,-83.1741667
5/5/2011 0:00,myrtle beach,sc,us,formation,120,few minutes,We have just seen a straight formation of lights moving north in Myrtle Beach.  Lights blink on then off.  Atleast 5 to 6 lights in a r,5/12/2011,33.6888889,-78.8869444
5/5/2011 1:03,rochester,ny,us,triangle,300,5 minutes,three large triangle shaped aircraft,5/29/2011,43.1547222,-77.6158333
5/5/2011 9:15,lewiston,id,us,fireball,240,4 minutes,3 fireballs around lewiston idaho,5/12/2011,46.4166667,-117.0166667
5/5/2011 17:15,west chicago,il,us,light,120,2 minutes,white light zigzagged&#44 came down&#44 went up&#44 headed north until out of sight,5/12/2011,41.85,-87.65
5/5/2011 19:30,ovalo,tx,us,oval,20,15-20 second,Hovering&#44 illuminated&#44 white oval gradually disappears,8/5/2012,32.1727778,-99.8075
5/5/2011 20:33,north las vegas,nv,us,light,60,1 minute,White light over N. Las Vegas&#44 NV.  ((NUFORC Note:  ISS passed overhead here at 20:30 hrs.  PD)),5/12/2011,36.1988889,-115.1166667
5/5/2011 21:00,bennington,ks,us,light,120,2 minutes,An obj. that looked like a bright star&#44 slowly descended straight toward the ground&#44 slowly faded.((NUFORC Note:  ISS over-flight.  PD),5/12/2011,39.0305556,-97.5938889
5/5/2011 21:00,winter garden,fl,us,triangle,120,about 2 minutes,triangular shape and extremely fast,5/12/2011,28.565,-81.5863889
5/5/2011 21:50,hockley,tx,us,light,15,15 seconds,Bright bluish/white light&#44 upon extinguishing reveals tiny dark red and dark green lights&#44 high altitude&#44 silent,5/29/2011,30.0266667,-95.8441667
5/5/2011 22:00,nampa,id,us,triangle,300,5 min+or-,I was taking my evening walk in a westernly direction when I noticed a very bright light in the northwest. The light was many times bri,5/29/2011,43.5408333,-116.5625
5/5/2011 23:00,barnegat,nj,us,unknown,300,5 minutes,two red blinking lights moving very slowly than dissappeared,5/12/2011,39.7530556,-74.2233333
5/5/2011 23:00,east bethel,mn,us,circle,7200,2 hours,Green circle light&#44 that emited yellow and red colors&#44 stayed fixed in sky for two hours.,5/12/2011,45.3194444,-93.2022222
5/5/2011 23:05,sioux falls,sd,us,chevron,120,2 minutes,Three brillant white lights going one direction and stopping and  two red chevron shaped objects going near opposite course,5/12/2011,43.55,-96.7
5/5/2011 23:20,myrtle beach,sc,us,fireball,1800,30 min.,This is the third time I have experienced this phenomenon within the past year or so&#8230;&#8230;&#8230;today is May 5&#44 2011&#8230;&#8230; time from 11:20-11:50 p.m,5/12/2011,33.6888889,-78.8869444
5/6/2011 9:12,laporte,in,us,oval,1,1 second,Bright oval object emerging from tree,5/29/2011,41.6105556,-86.7225
5/6/2011 9:15,lexington,ma,us,triangle,25,25 seconds,Triangular tumbling object with red grey shimmering light flying over highway 95 Lexington Mass morning May 6th 2011,5/12/2011,42.4472222,-71.225
5/6/2011 14:00,hunlock creek,pa,us,triangle,30,30 seconds,Triangular shaped object viewed during daytime hours in Northeastern PA,5/12/2011,41.2058333,-76.0663889
5/6/2011 21:45,mendocino,ca,us,fireball,300,5 min,The dogs started barking. I walked outside to find my husband and happened to glance up b/c a light caught my eye.  I continued to watc,5/29/2011,39.3077778,-123.7983333
5/6/2011 22:10,huntsville,al,us,triangle,5,4-5 sec.,&quot;very aggressive&#39&#39,5/12/2011,34.7302778,-86.5861111
5/6/2011 23:20,colchester,vt,us,chevron,180,3 minutes,Orange light arch in Vermont.,5/12/2011,44.5438889,-73.1483333
5/7/2011 2:30,sacramento,ca,us,other,900,15 minutes,High slow moving ufo over Sacramento heading North.,5/12/2011,38.5816667,-121.4933333
5/7/2011 12:44,douglaston,ny,us,triangle,60,1 minute,Black Triangle object with a Round top or head photographed in the Little Neck area of New York.,5/12/2011,40.7686111,-73.7475
5/7/2011 20:30,chicago,il,us,circle,120,2min,flying objects near chicago o&#39hare air port (footage capture),5/12/2011,41.85,-87.65
5/7/2011 21:30,charleston,me,us,other,80,80secs,Two slow moving very bright triangular shaped craft flying over treetops,5/12/2011,45.085,-69.0411111
5/7/2011 21:45,phoenix,az,us,oval,30,30 seconds,illumnated object traveling at fast rate of speed phoenix az.,5/12/2011,33.4483333,-112.0733333
5/7/2011 23:45,phoenix,az,us,changing,1200,20 mins,Blue UFO Over ASU West,5/12/2011,33.4483333,-112.0733333
5/8/2011 0:30,bolingbrook,il,us,fireball,3600,1 hour,Red fireballs,5/12/2011,41.6986111,-88.0683333
5/8/2011 3:30,visalia,ca,us,cylinder,180,2-3minutes,The green glowing aircraft,5/29/2011,36.3302778,-119.2911111
5/8/2011 12:00,st. petersburg,fl,us,other,90,90 seconds+,A seeming military aircraft in the air that does not move and is NOT a helicopter.,5/12/2011,27.7705556,-82.6794444
5/8/2011 15:30,oroville,ca,us,circle,600,10 minutes,White circle of light surrounded by a red halo is spotted by the Sun,5/29/2011,39.5138889,-121.5552778
5/8/2011 19:00,albuquerque,nm,us,triangle,2100,30-35 minutes,Reddish orange glowing triangular object appearing to viewers 30-35 minutes toward the West.,8/21/2011,35.0844444,-106.6505556
5/8/2011 20:30,starkville,ms,us,circle,120,2 minute,Orange lit ciruclar aircraft cruising at a low altitude speed moving from south to north&#44 with no audible exhaust.,5/12/2011,33.4502778,-88.8183333
5/8/2011 21:23,barnesville,oh,us,unknown,120,2 minutes,A flight of 12 aircraft flying silently in four V shaped formations of 3 were sighted on May 8 at 21:23 Hours over Belmont County Ohio.,5/12/2011,39.9880556,-81.1766667
5/8/2011 21:50,west palm beach,fl,us,light,5,5 seconds,ok was outside&#44 noticed the sky looked a bit brighter&#44 then what i thought e=was a star began to move  .  not fast but unusual because,5/12/2011,26.7052778,-80.0366667
5/8/2011 22:15,new bedford,ma,us,light,300,5 minutes,12 silent amber moving lights were observed under a cloud cover lower than airplanes fly,5/12/2011,41.6361111,-70.9347222
5/8/2011 22:30,bayfield,co,us,diamond,120,2 minutes,Diamond-shaped craft near Bayfield&#44 CO.,5/12/2011,37.2255556,-107.5975
5/8/2011 22:30,comptche,ca,us,,7200,2 hours,Pulsing&#44 flashing light emanating from what appearsto be  the ground (horizon) up illuminating the NE Sky,5/29/2011,39.265,-123.59
5/8/2011 22:45,walnut creek,ca,us,changing,180,3 min approx,2 bright orange lights  flying in formation&#44 switching positions&#44 flew apart&#44 straight up then disappeared in the blink of the eye,5/12/2011,37.9063889,-122.0638889
5/8/2011 23:00,exeter,ri,us,diamond,1200,20min,A disbeliever firmly becomes a believer after spotting this thing in the sky.,5/29/2011,41.5775,-71.5380556
5/9/2011 2:00,palo cedro,ca,us,unknown,6,6 seconds unsure,That was when we saw 10-12 lights we have never seen before. All in a line&#44 all red. We only saw it for 6 seconds,5/12/2011,40.5638889,-122.2377778
5/9/2011 9:35,sacramento,ca,us,disk,120,1-2 minutes,Fast white light in Sacramento sky off of Interstate-5,5/12/2011,38.5816667,-121.4933333
5/9/2011 11:27,barnesville,oh,us,teardrop,300,5 min,after personal investigation by observer it was determined that sky lanterns were the objects observed as on Nov. 1st it was confirmed,12/12/2011,39.9880556,-81.1766667
5/9/2011 20:00,riddle,or,us,rectangle,900,10-15 minutes,Very large craft with five large lights moving slowley over ridge line&#44 with out any sound of engines.,5/12/2011,42.9511111,-123.3630556
5/9/2011 21:30,mitchell,ga,us,other,20,aprox 20 seconds,Balls of light appeared and quickly spilt in half and disappeared,5/12/2011,33.2197222,-82.7033333
5/9/2011 22:45,nice,ca,us,light,900,15 minutes,Flashing Light Sighting 5/9/11 in Nice (Lake County) CA,5/12/2011,39.1233333,-122.8472222
5/9/2011 22:46,radford,va,us,unknown,90,1minute 30 sec.,Bright bluish green lights that illuminated the NW sky with no apparent source for the light.,5/12/2011,37.1316667,-80.5766667
5/10/2011 0:00,palo alto,ca,us,light,180,3 minutes,Silent&#44 red and blue lights&#44 hovering&#44 circling then dropping fast.,5/12/2011,37.4419444,-122.1419444
5/10/2011 0:07,boise,id,us,unknown,120,2 minutes,Stationary flashing lights in SE sky from Boise&#44 Idaho,5/12/2011,43.6136111,-116.2025
5/10/2011 21:30,phoenixville,pa,us,light,600,10 min,i was leaving my buddys house walking to my car and i looked to the horizon and saw 4 flickering glowing orbs going in and out of focus,5/12/2011,40.1302778,-75.5152778
5/11/2011 3:35,red bluff,ca,us,sphere,15,10 - 15 seconds,Two Orange Orbs/UFO flying by Red Bluff&#44 CA.,5/12/2011,40.1786111,-122.2347222
5/11/2011 4:00,north palm springs,ca,us,fireball,5,3-5 seconds,Fireball traveling from Palm Springs&#44 Ca. towards Joshua Tree National Monument at 4AM on May 11&#44 2011.,5/29/2011,33.9227778,-116.5422222
5/11/2011 10:05,pottsville,pa,us,unknown,180,3 minutes,fast moving object stopped 6 cars after flying overhead,5/12/2011,40.6855556,-76.1958333
5/11/2011 12:05,alpine,ky,us,sphere,1200,20 minutes,Hovering&#44 glowing spheres,7/4/2012,36.925,-84.5208333
5/11/2011 13:00,wilno,mn,us,other,420,7 min,5 unkown crafts over Wilno&#44 MN,5/12/2011,44.4997222,-96.2311111
5/11/2011 20:20,manteno,il,us,cone,600,10 min,Bright red Orbs&#44 hovered and disepeared during storm,5/12/2011,41.2505556,-87.8313889
5/11/2011 21:40,columbia,sc,us,light,600,10 minutes,Yesterday&#44 11 May 2011&#44  I noticed a white circle in the sky above my neighbor&#8217;s trees at the same time I heard a plan engine.  Within,5/12/2011,34.0005556,-81.035
5/11/2011 22:00,harrington,wa,us,unknown,600,throughout evening,UFO over Harrington&#44 WA.,5/12/2011,47.4811111,-118.2533333
5/11/2011 22:00,manteno,il,us,circle,600,10m,Dancing Lights in the NE sky&#44 3 bobbed up while 3 bobbed down. stayed in complete line. after 10minutes i could not see them anymore,5/12/2011,41.2505556,-87.8313889
5/11/2011 22:35,escondido,ca,us,light,2100,35 mins,blue light,5/29/2011,33.1191667,-117.0855556
5/12/2011 1:37,alexandria,va,us,fireball,12,10-12 sec,My daughter and I were driving southbound on Route 1 richmond highway pass the intersection of lockheed blvd and route 1 from the left,5/29/2011,38.8047222,-77.0472222
5/12/2011 12:25,phoenix,az,us,oval,300,5 minutes,flying golf ball like objects over Phoenix,5/29/2011,33.4483333,-112.0733333
5/12/2011 21:00,perryville,mo,us,sphere,3000,40-50 minutes,fast moving Red/Bright Orange Lights over Perryville Missouri,5/29/2011,37.7241667,-89.8611111
5/12/2011 22:50,east dundee,il,us,fireball,600,10 min,fireball hovering hovering over east dundee,5/29/2011,42.0988889,-88.2713889
5/12/2011 23:28,lake  bluff,il,us,fireball,30,30 seconds,Intense Streak of Light Traveling North of Chicago,5/29/2011,42.2788889,-87.8341667
5/13/2011 1:20,hermosa beach,ca,us,light,2,2 seconds,Speeding light flying by window,5/29/2011,33.8622222,-118.3986111
5/13/2011 10:30,norman,ok,us,formation,5,5 seconds,3 white lights in formation spotted over oklahoma city,5/29/2011,35.2225,-97.4391667
5/13/2011 21:00,olivebridge,ny,us,light,5,5 seconds,Bright light shooting in what appeared to be an upwards trajectory,5/29/2011,41.9277778,-74.2158333
5/13/2011 21:45,paducah,ky,us,light,40,35 to 40 seconds,Two lighted objects streaked across the sky.,5/29/2011,37.0833333,-88.6
5/13/2011 22:00,kermit,tx,us,triangle,2700,45 minutes,triangles over Kermit TX,5/29/2011,31.8575,-103.0922222
5/13/2011 22:00,rock hill,sc,us,triangle,30,30 seconds,Lighted object over South Carolina,5/29/2011,34.9247222,-81.0252778
5/14/2011 2:50,new york city (brooklyn),ny,us,changing,1200,20 minutes,Brooklyn lights / VIDEO / 5.14.11,6/27/2011,40.7141667,-74.0063889
5/14/2011 12:30,plainview,tx,us,triangle,15,0:15 sec,Small black triangular object hovering slowly over my roof while star gazing. This object was pitch black&#44 no lights no sound. It blend,5/29/2011,34.1847222,-101.7063889
5/14/2011 12:30,tucson,az,us,cigar,120,about 2 minutes,Cigar shaped UFO spotted in Tucson&#44 AZ on May 14&#44 2011.,5/29/2011,32.2216667,-110.9258333
5/14/2011 13:00,weston,fl,us,circle,10,10 seconds,Circular object was seen flying by some clouds when two additional circular objects appeared out of the first and then all disappeared.,5/29/2011,26.1,-80.4
5/14/2011 17:30,aventura,fl,us,oval,20,20 seconds,8 oval objects traveling in a loose formation at approximately 500mph.  ((NUFORC Note:  Witness is airline pilot.  PD)),5/29/2011,25.9561111,-80.1394444
5/14/2011 22:00,columbus,oh,us,formation,300,5 minutes,UFO&#39s over Columbus&#44 OH&#33,5/29/2011,39.9611111,-82.9988889
5/14/2011 22:00,miami,fl,us,cigar,120,2 minutes,Orange color UFO&#39s over Miami Sat.night.{05/14/2011},5/29/2011,25.7738889,-80.1938889
5/14/2011 23:00,austin,tx,us,circle,5,3-5 seconds,Very large neon green circle was seen right outside my window.,5/29/2011,30.2669444,-97.7427778
5/15/2011 9:00,janesville,wi,us,triangle,480,5 to 8 minutes,Waiting at a bus stop&#44 a lot of strange stuff happened only a minute before witnessing an object I will NEVER forget&#33,12/12/2011,42.6827778,-89.0186111
5/15/2011 10:20,buena park,ca,us,light,480,8 minutes,3 very bright lights in triangle formation move across sky,5/29/2011,33.8675,-117.9972222
5/15/2011 20:00,sun city,az,us,triangle,300,2-5 minutes,It was just before dark at dusk.  I just moved in and was looking at the sky to my left.  I saw an orange upside down triangle in the s,8/7/2011,33.5975,-112.2711111
5/15/2011 23:10,east troy,wi,us,triangle,900,15 minutes,Red&#44 white&#44 green flashing lights&#44 followed by a triangle shaped slow moving object that hovered over lake,5/29/2011,42.7852778,-88.405
5/16/2011 0:00,fullerton,ca,us,fireball,720,10-12 minutes,Giant fireball in the sky as well as a huge blue flash,8/7/2011,33.8702778,-117.9244444
5/16/2011 0:30,avon,mn,us,light,240,4 min,5 orange lights seen over Avon&#44 Minnesota.,5/29/2011,45.6091667,-94.4513889
5/16/2011 2:30,fort worth,tx,us,formation,900,15 minutes,10 flashing white lights hovering in place. Pyramid formation. Disappeared after 20 minutes,5/29/2011,32.7252778,-97.3205556
5/16/2011 11:41,laporte,in,us,cigar,1,1 second,cigar shaped craft,5/29/2011,41.6105556,-86.7225
5/16/2011 22:00,plainwell,mi,us,flash,2,2 seconds,Extremely large and bright light seen on 8th Street and Miller Road in Plainwell&#44 Michigan.,5/29/2011,42.44,-85.6488889
5/16/2011 22:15,davenport,ia,us,circle,60,1 min,Silent moving&#44 dark&#44 circular object with reflective bottom moving over houses in Davenport&#44 IA.,5/29/2011,41.5236111,-90.5775
5/17/2011 17:20,omaha,ne,us,triangle,1200,20 minutes,Triangle Object,12/12/2011,41.2586111,-95.9375
5/17/2011 21:00,kure beach,nc,us,formation,300,5 mins,One orange/red light appears&#44 then another&#44 and another&#44 and another.  Making 4 lights....then gone&#33,5/29/2011,33.9966667,-77.9075
5/17/2011 22:30,anniston,al,us,fireball,300,5 minutes,This fireball object appeared like a plane flying over at first then hovered over us and some other people walking for about 5 minutes,5/29/2012,33.6597222,-85.8316667
5/17/2011 22:30,highland park,il,us,rectangle,600,5-10 mins,4 square lighted windows in the sky-stationary- above the tree line.,5/29/2011,42.1816667,-87.8002778
5/18/2011 0:30,gloucester,ma,us,disk,1200,20 mins,Driving on main road&#44 saucer-type craft floating about 500 feet from the ground. Very fast movement upon departure from area seen.,5/29/2011,42.6158333,-70.6625
5/19/2011 0:00,bellingham,wa,us,changing,120,2 minutes,Cluster of objects flying as a cohesive unit -- morphed&#44 changed shapes. Looked like a net or a grid.,5/29/2011,48.7597222,-122.4869444
5/19/2011 1:30,ellensburg,wa,us,light,60,1min,bright object moving very fast across sky with no audible sound,5/29/2011,46.9966667,-120.5466667
5/19/2011 2:11,hayward,ca,us,light,180,2-3minutes,STARS RE ARRANGING AND LIGHTS FALLING FROM THE HEAVENS.,5/29/2011,37.6688889,-122.0797222
5/19/2011 10:50,elizabethtown,pa,us,oval,30,30 seconds,Bright Oval Dissolved/Flickered in night sky,5/29/2011,40.1527778,-76.6030556
5/19/2011 12:30,florence,sc,us,fireball,20,20 seconds,((HOAX??))  Two fireballs just looking at me.,5/29/2011,34.1952778,-79.7627778
5/19/2011 21:15,arcata,ca,us,formation,300,3-5 minutes,Yellow Light UFO Formation over Arcata&#44 CA,5/29/2011,40.8666667,-124.0816667
5/20/2011 12:00,kirkland,wa,us,unknown,2400,40 minutes,Many people saw a flat black bow shaped UFO for 30 minutes and then suddenly disapPeared.,5/29/2011,47.6816667,-122.2075
5/20/2011 16:00,longview,tx,us,fireball,60,about 1min,One round Fire ball moveing very slowly over my shop about 60 ft high moveing from west to east in ETexas,8/21/2011,32.5005556,-94.7402778
5/20/2011 21:50,lincoln,ca,us,sphere,30,30 seconds,grapefruit sized blue globe&#33&#33,5/29/2011,38.8916667,-121.2919444
5/20/2011 22:30,woodland hills,ca,us,oval,300,5 minutes,Oval&#44 single craft&#44 2 white lights&#44 2 multi-colored lights&#44 within 500 feet.,5/29/2011,34.1683333,-118.605
5/20/2011 22:34,mobile,al,us,triangle,300,5 minutes,I was on my way home from work (overtime) and i was on this long road with trees on both sides of the highway. The road was practically,5/29/2011,30.6941667,-88.0430556
5/20/2011 23:00,sherrill,ia,us,triangle,360,6 minutes,Couldn&#39t take one this craft shut power off to our and neighbors house all electrical devices also we malfunction i have a fuzzy video,10/14/2013,42.6038889,-90.7844444
5/21/2011 1:00,farmington,ut,us,light,300,5 minutes,A bright light was seen very close to my property behind a stand of poplars&#44 staying on for 30 seconds and then suddenly going off.,5/29/2011,40.9805556,-111.8866667
5/21/2011 1:00,magnolia,nj,us,sphere,600,10 minutes,Bright Sphere,5/29/2011,39.8544444,-75.0394444
5/21/2011 1:29,nashville,nc,us,oval,360,6 minutes,Rumbling noise&#44 lights&#44 multicolor lights&#44 medium speed going across the sky.,5/29/2011,35.9744444,-77.9658333
5/21/2011 5:15,littleton,co,us,disk,600,10 minutes,UFO found in background of picture in CO,5/29/2011,39.6133333,-105.0161111
5/21/2011 10:35,olympia,wa,us,diamond,15,15 seconds,I saw red and white lights then 2 seconds later it disapered.,5/29/2011,47.0380556,-122.8994444
5/21/2011 18:00,lakeville,ma,us,light,600,10 minutes,Sow moving white-sliver point of light- daytime,5/29/2011,41.8458333,-70.95
5/21/2011 18:01,charlotte,nc,us,unknown,120,2 minutes,bright light or object moving rapidly across sky,5/29/2011,35.2269444,-80.8433333
5/21/2011 19:00,oxford,mi,us,fireball,420,5-7min,Orange quiet fireball,5/29/2011,42.8247222,-83.2647222
5/21/2011 19:50,lincoln,al,us,unknown,10,10 seconds,Two planes flying very close together &#44 one with a contrail &#44 the other had no contrail and just dissipated in a few seconds .,5/29/2011,33.6130556,-86.1183333
5/21/2011 20:00,royal oak,mi,us,oval,300,5 minutes,Split second blinking blue lights&#44 about the size of a fist at arm&#39s length.,2/21/2014,42.4894444,-83.1447222
5/21/2011 20:07,maple valley,wa,us,triangle,70,30-70 seconds,Two separate triangles of light (one light per corner),5/29/2011,47.4066667,-122.0375
5/21/2011 20:51,orland,me,us,circle,900,15 mins,I was driving home and saw two light objects low under clouds moving very slowly; then saw six others come out of the clouds.,5/29/2011,44.5702778,-68.7363889
5/21/2011 21:30,mount joy,pa,us,other,180,3 minutes,Three amber lights form perfect triangle&#44 and slowly disappear one by one.,5/29/2011,40.1097222,-76.5036111
5/21/2011 22:15,jackson,tn,us,other,10,10 sec,Cresent moon shaped row of solid white lights gliding acros the sky in a northern direction for about 10 sec.,5/29/2011,35.6144444,-88.8138889
5/22/2011 0:10,concord,nc,us,cylinder,300,5 min,UFO seen over Charlotte Motor Speedway shortly after the race ended.,5/29/2011,35.4086111,-80.5797222
5/22/2011 1:00,wichita,ks,us,sphere,1800,30+ minutes,Looking east about 3 miles over the airforce base i watched a small sphere make small sudden movements then shoot out to the southeast.,5/29/2011,37.6922222,-97.3372222
5/22/2011 8:10,summerville,sc,us,fireball,240,4 minutes,3 burning objects hovering.,5/29/2011,33.0183333,-80.1758333
5/22/2011 12:00,americus,ks,us,oval,3600,1 hour,http://iwitness.weather.com/_Storm-Clouds/video/1583155/148597.html,5/29/2011,38.5069444,-96.2616667
5/22/2011 16:00,battle creek,mi,us,triangle,45,45 seconds,((HOAX??))  Small triangular craft.,5/29/2011,42.3211111,-85.1797222
5/22/2011 19:00,lake zurich,il,us,triangle,1,0:01,Triangle of light in sky over Lake County&#44 IL.,6/12/2011,42.1969444,-88.0933333
5/22/2011 19:04,northampton,ma,us,formation,60,1 minute,((HOAX??))  Eight bright yellow lights flying north to south several hundred feet above the Connecticut river.,5/29/2011,42.325,-72.6416667
5/22/2011 20:15,san antonio,tx,us,disk,180,3 minutes,San Antonio UFO caught on camera.,5/29/2011,29.4238889,-98.4933333
5/22/2011 22:00,florissant,co,us,flash,300,5 min.,Bright white lights seen in the SW sky from Florissant.,5/29/2011,38.9458333,-105.2888889
5/22/2011 23:31,manteno,il,us,fireball,120,2 minutes,Vibrant&#44 stationary orange light hovering above farmland,5/29/2011,41.2505556,-87.8313889
5/23/2011 8:34,laporte,in,us,cigar,1,1 second,Cigar shaped craft in the west,5/29/2011,41.6105556,-86.7225
5/23/2011 10:30,south kortright,ny,us,oval,3600,1 hr.,Crippled an at the bottom of our lake,6/3/2011,42.3422222,-74.7175
5/23/2011 10:32,laporte,in,us,circle,1,1 second,bright  circle shaped object near the sun looking south,5/29/2011,41.6105556,-86.7225
5/23/2011 21:30,ord,ne,us,sphere,3600,1hr-1.5hr,The red spheres dimmed and dissappeared only to be followed by more red lights appearing and staying staying stationary in the sky but,5/29/2011,41.6033333,-98.9258333
5/23/2011 23:30,monee,il,us,light,120,2 minutes,Small&#44 orange light spotted on a back drop of clouds&#44 then diminished and disappeared.,5/29/2011,41.42,-87.7416667
5/24/2011 1:15,cincinnati,oh,us,light,1800,30 minutes (and counting),Slow&#44 low-flying lights making vast circles in the night sky (probably an odd airplane)  ((NUFORC Note:  Advertising lights??  PD)),5/29/2011,39.1619444,-84.4569444
5/24/2011 4:00,bay city,mi,us,light,300,5 min,Pack of small lights traviling west to east dancing in and around mantaining straight path 35-40.,6/3/2011,43.5944444,-83.8888889
5/24/2011 11:05,lakeside,ca,us,circle,7,6 to 7 seconds,It was bright blue&#44 round&#44 moving unlike any aircraft I have ever seen&#44 then disappeared&#33&#33&#33,5/29/2011,32.8572222,-116.9213889
5/24/2011 14:56,san diego,ca,us,unknown,1,1 second,Phone camera catches a square or triangle shaped craft accidentally from a moving vehicle near Miramar&#44 San Diego.,6/12/2011,32.7152778,-117.1563889
5/24/2011 22:15,san leandro,ca,us,triangle,10,10 seconds,UFO San Leandro California,5/29/2011,37.725,-122.155
5/24/2011 22:48,manor,tx,us,light,5,5 seconds,Super-bright&#44 white&#44 star-like object appears near the star Merak,5/29/2011,30.3405556,-97.5566667
5/25/2011 0:09,fayetteville,nc,us,triangle,10,0:10,We were sitting out on my back deck looking towards the southeast when all of a sudden we spotted two objects in the sky comming from t,5/29/2011,35.0525,-78.8786111
5/25/2011 1:24,delafield,wi,us,formation,492,8.2 minutes,Five spherical objects motionless above the tree line.,5/29/2011,43.0608333,-88.4036111
5/25/2011 3:30,benbrook,tx,us,other,60,1 minute,cluster of 10-12 randomly flashing&#44 multi-colored lights,5/29/2011,32.6730556,-97.4602778
5/25/2011 5:20,tallahassee,fl,us,triangle,10,10 seconds,Triangular shaped UFO observed hovering at low level on the east side of Tallahassee&#44 Florida,5/29/2011,30.4380556,-84.2808333
5/25/2011 21:15,cincinnati,oh,us,sphere,12,10-12 seconds,Red sphere over Cincinnati&#44 OH,5/29/2011,39.1619444,-84.4569444
5/25/2011 21:15,leesburg,va,us,formation,300,3-5 mins.,3 rapidly blinking (shimmering) lights in formation,5/29/2011,39.1155556,-77.5638889
5/26/2011 1:00,augusta,mt,us,light,120,1-2 minutes,ICBM Sites Augusta&#44 Montana&#44 1:00 A.M.  brilliant lights&#44 greenish red orb&#44 with no contrails on vanishing.,5/29/2011,47.4927778,-112.3913889
5/26/2011 18:55,gamewell,nc,us,disk,30,30 seconds,I&#39ve never seen anything like this. I&#39ve emailed a video. No words to describe&#44 sorry.,5/29/2011,35.8691667,-81.5963889
5/26/2011 22:10,timnath,co,us,circle,15,0:00:15,3 circular translucent craft in triangle formation east to west over northern colorado,5/29/2011,40.5291667,-104.9847222
5/26/2011 22:30,las vegas,nv,us,flash,300,5 minutes,Red and white flashing UFOs.,5/29/2011,36.175,-115.1363889
5/26/2011 23:00,raleigh,nc,us,circle,180,3 min,Three bright red circles of light form above for one minute and vanish.,6/3/2011,35.7719444,-78.6388889
5/27/2011 14:30,mankato,mn,us,changing,18000,4-5 hours,((HOAX??))  The craft made things slow down and we blacked out a few seconds after we saw said craft.,6/27/2011,44.1636111,-93.9991667
5/27/2011 15:30,yakima,wa,us,,1200,20 min,4 objects floating above yakima wa.,5/29/2011,46.6022222,-120.5047222
5/27/2011 20:00,englewood,co,us,cigar,45,30-45 sec.,Blue &amp; White flashing UFO over Englewood&#44CO 5/27/2011,5/29/2011,39.6477778,-104.9872222
5/27/2011 21:05,elkins,wv,us,circle,60,1 minute,My wife was outside smoking a cigarette while I was in my office.  She knocked on window and I immediately went outside because she had,5/29/2011,38.9258333,-79.8469444
5/27/2011 21:45,ingleside,il,us,circle,1200,20 minutes,20 orange lights  passing over Northern Illinois,5/29/2012,42.3811111,-88.1397222
5/27/2011 22:20,oak harbor,wa,us,circle,600,10 minutes,Five bright orange&#44 round UFO east of Oak Harbor&#44 WA.  ((NUFORC Note:  Case solved by local investigator.  &quot;Chinese&quot; lanterns.  PD)),5/29/2011,48.2933333,-122.6419444
5/28/2011 2:00,huntington beach,ca,us,light,20,20 seconds,A light with a haze doing figure 8&#39s through the sky at a moderate pace.,5/29/2011,33.6602778,-117.9983333
5/28/2011 4:24,westminster,md,us,changing,840,14 mins,Intensely bright&#44 crescent shape to round in SE night sky,8/7/2011,39.5752778,-76.9961111
5/28/2011 4:30,snyder (30 west of),tx,us,rectangle,300,5 min,Rectangular object flying low&#44 slow with red light flashing.,6/3/2011,32.7177778,-100.9172222
5/28/2011 13:00,joplin,mo,us,disk,5,5 sec,Bright disk cutting through TV tornado film&#44 seen 06/14/11.,6/20/2011,37.0841667,-94.5130556
5/28/2011 18:00,north wildwood,nj,us,fireball,600,10 min,fire ball,6/3/2011,39.0005556,-74.7997222
5/28/2011 21:00,dale,in,us,fireball,1,1 second,Red and orange wavy fireball,5/29/2011,38.1688889,-86.99
5/28/2011 21:00,niangua,mo,us,fireball,2400,40 minutes,Several objects&#44 flying in groups of 2&#44 3 &amp; 5 at a time&#44 in no apparent formation&#44at intervals&#44 from the east turning to the north.,5/29/2011,37.3872222,-92.8325
